t[s],CH1,CH2
2.68,2.2,0.024
2.682,2.4,0.024
2.684,2.4,0.024
2.686,2.2,0.024
2.688,2.2,0.024
2.69,2.4,0.024
2.692,2.4,0.024
2.694,2.4,0.024
2.696,2.4,0.024
2.698,2.4,0.024
2.7,2.4,0.032
2.702,2.4,0.024
2.704,2.4,0.024
2.706,2.4,0.032
2.708,2.4,0.024
2.71,2.4,0.024
2.712,2.4,0.024
2.714,2.4,0.024
2.716,2.6,0.024
2.718,2.4,0.024
2.72,2.4,0.024
2.722,2.4,0.024
2.724,2.6,0.024
2.726,2.6,0.032
2.728,2.6,0.024
2.73,2.6,0.024
2.732,2.6,0.024
2.734,2.6,0.024
2.736,2.6,0.024
2.738,2.6,0.024
2.74,2.6,0.024
2.742,2.6,0.032
2.744,2.6,0.024
2.746,2.6,0.024
2.748,2.6,0.024
2.75,2.6,0.024
2.752,2.8,0.024
2.754,2.6,0.024
2.756,2.8,0.032
2.758,2.8,0.024
2.76,2.6,0.032
2.762,2.8,0.032
2.764,2.8,0.032
2.766,2.8,0.032
2.768,2.8,0.032
2.77,2.8,0.032
2.772,2.8,0.032
2.774,2.8,0.032
2.776,2.8,0.032
2.778,2.8,0.024
2.78,2.8,0.032
2.782,2.8,0.032
2.784,2.8,0.032
2.786,2.8,0.032
2.788,2.8,0.032
2.79,3.0,0.032
2.792,2.8,0.032
2.794,2.8,0.032
2.796,3.0,0.032
2.798,3.0,0.032
2.8,3.0,0.04
2.802,3.0,0.04
2.804,3.0,0.032
2.806,3.0,0.032
2.808,3.0,0.04
2.81,3.0,0.032
2.812,2.8,0.032
2.814,3.0,0.04
2.816,3.0,0.04
2.818,3.0,0.04
2.82,3.0,0.04
2.822,3.0,0.04
2.824,3.2,0.04
2.826,3.0,0.04
2.828,3.2,0.04
2.83,3.2,0.04
2.832,3.2,0.04
2.834,3.2,0.04
2.836,3.0,0.04
2.838,3.2,0.04
2.84,3.2,0.04
2.842,3.2,0.04
2.844,3.2,0.04
2.846,3.2,0.04
2.848,3.2,0.04
2.85,3.2,0.04
2.852,3.2,0.04
2.854,3.2,0.04
2.856,3.2,0.04
2.858,3.2,0.04
2.86,3.2,0.048
2.862,3.4,0.04
2.864,3.4,0.048
2.866,3.4,0.048
2.868,3.4,0.04
2.87,3.4,0.048
2.872,3.4,0.04
2.874,3.4,0.048
2.876,3.4,0.048
2.878,3.4,0.048
2.88,3.4,0.056
2.882,3.4,0.048
2.884,3.4,0.056
2.886,3.4,0.056
2.888,3.6,0.056
2.89,3.4,0.064
2.892,3.6,0.064
2.894,3.6,0.064
2.896,3.6,0.064
2.898,3.6,0.064
2.9,3.6,0.064
2.902,3.6,0.064
2.904,3.4,0.064
2.906,3.6,0.064
2.908,3.6,0.072
2.91,3.6,0.072
2.912,3.6,0.064
2.914,3.6,0.072
2.916,3.6,0.072
2.918,3.6,0.072
2.92,3.8,0.072
2.922,3.6,0.072
2.924,3.6,0.08
2.926,3.6,0.072
2.928,3.6,0.072
2.93,3.8,0.08
2.932,3.8,0.08
2.934,3.8,0.08
2.936,3.8,0.08
2.938,3.8,0.08
2.94,3.8,0.08
2.942,3.8,0.08
2.944,3.6,0.088
2.946,3.8,0.08
2.948,3.8,0.08
2.95,3.8,0.088
2.952,3.8,0.08
2.954,3.8,0.088
2.956,3.8,0.096
2.958,3.8,0.096
2.96,3.8,0.096
2.962,4.0,0.096
2.964,3.8,0.104
2.966,4.0,0.104
2.968,3.8,0.096
2.97,4.0,0.096
2.972,4.0,0.096
2.974,4.0,0.128
2.976,4.0,0.136
2.978,4.0,0.12
2.98,4.0,0.128
2.982,4.0,0.152
2.984,4.0,0.16
2.986,4.0,0.144
2.988,4.0,0.128
2.99,4.0,0.136
2.992,4.0,0.168
2.994,4.0,0.192
2.996,4.2,0.192
2.998,4.2,0.192
3.0,4.0,0.184
3.002,4.2,0.192
3.004,4.0,0.216
3.006,4.2,0.256
3.008,4.2,0.296
3.01,4.2,0.288
3.012,4.2,0.248
3.014,4.2,0.24
3.016,4.2,0.24
3.018,4.2,0.256
3.02,4.2,0.272
3.022,4.4,0.288
3.024,4.4,0.328
3.026,4.2,0.384
3.028,4.2,0.448
3.03,4.2,0.416
3.032,4.4,0.408
3.034,4.4,0.448
3.036,4.4,0.488
3.038,4.4,0.432
3.04,4.4,0.376
3.042,4.4,0.376
3.044,4.4,0.408
3.046,4.4,0.576
3.048,4.4,0.592
3.05,4.4,0.552
3.052,4.4,0.488
3.054,4.4,0.488
3.056,4.4,0.576
3.058,4.4,0.6
3.06,4.4,0.632
3.062,4.4,0.624
3.064,4.4,0.632
3.066,4.6,0.768
3.068,4.4,0.768
3.07,4.4,0.76
3.072,4.4,0.688
3.074,4.4,0.632
3.076,4.6,0.664
3.078,4.6,0.776
3.08,4.6,0.992
3.082,4.6,1.072
3.084,4.6,1.024
3.086,4.6,0.952
3.088,4.6,0.8
3.09,4.6,0.784
3.092,4.6,0.816
3.094,4.6,0.88
3.096,4.6,0.976
3.098,4.8,1.144
3.1,4.8,1.336
3.102,4.8,1.36
3.104,4.6,1.336
3.106,4.8,1.12
3.108,4.8,0.928
3.11,4.8,0.856
3.112,4.8,0.912
3.114,4.8,1.056
3.116,4.8,1.256
3.118,4.8,1.44
3.12,4.8,1.52
3.122,4.8,1.496
3.124,4.8,1.432
3.126,4.8,1.256
3.128,5.0,1.096
3.13,4.8,1.12
3.132,4.8,1.256
3.134,4.8,1.456
3.136,4.8,1.52
3.138,5.0,1.536
3.14,4.8,1.536
3.142,4.8,1.496
3.144,5.0,1.424
3.146,5.0,1.344
3.148,5.0,1.352
3.15,5.0,1.4
3.152,5.0,1.496
3.154,5.0,1.528
3.156,5.0,1.536
3.158,5.0,1.528
3.16,5.0,1.536
3.162,5.0,1.528
3.164,5.2,1.536
3.166,5.2,1.536
3.168,5.2,1.536
3.17,5.2,1.528
3.172,5.2,1.512
3.174,5.2,1.472
3.176,5.2,1.464
3.178,5.2,1.44
3.18,5.2,1.504
3.182,5.2,1.528
3.184,5.2,1.48
3.186,5.2,1.424
3.188,5.2,1.464
3.19,5.2,1.48
3.192,5.2,1.44
3.194,5.2,1.376
3.196,5.2,1.288
3.198,5.2,1.28
3.2,5.4,1.368
3.202,5.4,1.368
3.204,5.4,1.368
3.206,5.4,1.264
3.208,5.4,1.256
3.21,5.4,1.256
3.212,5.4,1.248
3.214,5.4,1.232
3.216,5.4,1.2
3.218,5.4,1.216
3.22,5.4,1.144
3.222,5.4,1.184
3.224,5.4,1.16
3.226,5.6,1.136
3.228,5.4,1.12
3.23,5.4,1.072
3.232,5.6,1.032
3.234,5.4,0.936
3.236,5.4,0.84
3.238,5.6,0.792
3.24,5.6,0.824
3.242,5.4,0.976
3.244,5.6,1.096
3.246,5.6,1.184
3.248,5.6,1.088
3.25,5.6,1.032
3.252,5.6,1.0
3.254,5.6,0.896
3.256,5.6,0.84
3.258,5.6,0.688
3.26,5.6,0.616
3.262,5.6,0.656
3.264,5.6,0.832
3.266,5.8,0.904
3.268,5.8,0.808
3.27,5.6,0.768
3.272,5.6,0.696
3.274,5.8,0.592
3.276,5.8,0.616
3.278,5.6,0.696
3.28,5.8,0.64
3.282,5.8,0.624
3.284,5.8,0.584
3.286,5.8,0.592
3.288,5.8,0.6
3.29,5.8,0.616
3.292,5.8,0.568
3.294,5.8,0.496
3.296,5.8,0.512
3.298,6.0,0.52
3.3,6.0,0.544
3.302,6.0,0.512
3.304,6.0,0.496
3.306,6.0,0.52
3.308,6.0,0.512
3.31,6.0,0.488
3.312,6.0,0.456
3.314,6.0,0.456
3.316,6.0,0.48
3.318,6.0,0.48
3.32,6.0,0.448
3.322,6.0,0.424
3.324,6.0,0.384
3.326,6.0,0.376
3.328,6.0,0.336
3.33,6.0,0.32
3.332,6.0,0.304
3.334,6.0,0.32
3.336,6.0,0.352
3.338,6.0,0.376
3.34,6.0,0.392
3.342,6.0,0.36
3.344,6.0,0.376
3.346,6.2,0.344
3.348,6.2,0.312
3.35,6.0,0.288
3.352,6.2,0.256
3.354,6.2,0.216
3.356,6.2,0.224
3.358,6.2,0.264
3.36,6.2,0.248
3.362,6.2,0.24
3.364,6.2,0.24
3.366,6.2,0.248
3.368,6.4,0.256
3.37,6.2,0.224
3.372,6.2,0.208
3.374,6.2,0.224
3.376,6.4,0.224
3.378,6.4,0.216
3.38,6.4,0.184
3.382,6.4,0.176
3.384,6.4,0.192
3.386,6.4,0.176
3.388,6.4,0.16
3.39,6.4,0.192
3.392,6.4,0.184
3.394,6.4,0.16
3.396,6.4,0.168
3.398,6.4,0.192
3.4,6.4,0.16
3.402,6.6,0.144
3.404,6.4,0.168
3.406,6.6,0.16
3.408,6.4,0.144
3.41,6.4,0.16
3.412,6.6,0.168
3.414,6.6,0.128
3.416,6.6,0.144
3.418,6.4,0.16
3.42,6.6,0.12
3.422,6.6,0.12
3.424,6.6,0.136
3.426,6.6,0.12
3.428,6.6,0.12
3.43,6.6,0.144
3.432,6.6,0.12
3.434,6.6,0.112
3.436,6.6,0.128
3.438,6.8,0.12
3.44,6.6,0.112
3.442,6.8,0.112
3.444,6.8,0.12
3.446,6.8,0.112
3.448,6.8,0.112
3.45,6.8,0.104
3.452,6.8,0.104
3.454,6.8,0.096
3.456,6.8,0.096
3.458,6.8,0.096
3.46,6.8,0.096
3.462,6.8,0.096
3.464,6.8,0.104
3.466,6.8,0.104
3.468,6.8,0.096
3.47,6.8,0.096
3.472,6.8,0.096
3.474,6.8,0.08
3.476,7.0,0.088
3.478,7.0,0.088
3.48,7.0,0.08
3.482,6.8,0.088
3.484,7.0,0.088
3.486,7.0,0.088
3.488,7.0,0.08
3.49,7.0,0.08
3.492,7.0,0.08
3.494,7.0,0.08
3.496,7.0,0.072
3.498,7.0,0.08
3.5,7.2,0.08
